job_category,url,job_title,company,location,date_posted,skills,salary,job_description,requirements,company_field
data_analyst,https://www.vietnamworks.com/nhan-vien-mua-sam-1990773-jv?source=searchResults&searchType=2&placement=1990823&sortBy=relevance,Nhân Viên Mua Sắm,CÔNG TY CỔ PHẦN CẢNG CONTAINER QUỐC TẾ HATECO HẢI PHÒNG,"Bến số 5, số 6 khu bến cảng Lạch Huyện, đặc khu Cát Hải, TP. Hải Phòng",08/12/2025,"Kỹ năng đàm phán, Mua Sắm Thiết Bị, Mua Sắm Vật Tư, Phân Tích Dữ Liệu",Thương lượng,"Mô tả công việc
• Lập kế hoạch mua hàng, xác định các tiêu chuẩn về chất lượng, số lượng, mẫu mã, chủng loại, giá cả…
• Tìm kiếm, lập danh sách các nhà cung cấp uy tín cho các loại vật tư, dịch vụ liên quan đến đầu tư xây dựng, hoạt động khai thác cảng.
• Lựa chọn nhà cung cấp: Trên cơ sở kế hoạch mua sắm và năng lực của nhà cung cấp, lập báo cáo đề xuất lựa chọn nhà cung cấp và trình cấp trên phê duyệt. Trong trường hợp cần thiết, lên kế hoạch mời thầu, tổ chức đấu thầu, đánh giá hồ sơ năng lực và đề xuất cấp trên phê duyệt lựa chọn nhà cung cấp.
• Quản lý nhà cung cấp: Lưu trữ hồ sơ, thông tin về nhà cung cấp; thường xuyên theo dõi, đánh giá hoạt động của nhà cung cấp và có biện pháp xử lý khi nhà cung cấp vi phạm cam kết trong hợp đồng.
• Thương lượng giá cả: đàm phán để có mức giá hợp lý, đảm bảo lợi ích cho công ty dựa trên khảo giá thị trường cùng một mặt hàng, cùng chủng loại, cùng xuất xứ, chất lượng tương đương.
• Lập báo cáo lựa chọn nhà cung cấp: Lập báo cáo chi tiết đánh giá, lựa chọn nhà cung cấp.
• Lập và đàm phán hợp đồng: Xác định rõ quyền và nghĩa vụ của các bên cũng như các thông tin cụ thể về hàng hoá, giá cả, điều khoản thanh toán và thời gian giao hàng.
• Theo dõi và giám sát quá trình thực hiện Hợp đồng: Tính từ khi đặt hàng đến khi nhận hàng (kiểm tra chất lượng, số lượng...) và thanh toán đảm bảo tuân thủ các điều khoản trong hợp đồng.
• Giải quyết phát sinh (nếu có): một cách nhanh chóng, đảm bảo cho hoạt động SXKD của Công ty được thông suốt.
• Thực hiện các công việc khác theo sự phân công của cấp trên.",,Hậu Cần/Xuất Nhập Khẩu/Kho Bãi
data_analyst,https://www.vietnamworks.com/sales-admin--1989213-jv?source=searchResults&searchType=2&placement=1989263&sortBy=relevance,Sales Admin,"Zhejiang Uniview Technologies Co.,Ltd","Tầng 3 tòa VMT, ngõ 82 Duy Tân, Dịch Vọng Hậu, Cầu Giấy, TP HN.",03/12/2025,"Tiếng Trung, Kinh Doanh, Phân tích dữ liệu, Chăm Sóc Khách Hàng, Giao Tiếp Chủ Động","$ 750-1,500 /tháng","Mô tả công việc
1. Thời gian làm việc: thứ 2 đến thứ 6, nghỉ thứ 7 & CN. 8h30AM – 5h30PM
2. Địa điểm làm việc:
3. Văn phòng Hà Nội: Tầng 3 tòa VMT, ngõ 82 Duy Tân, Dịch Vọng Hậu, Cầu Giấy, TP HN.
4. Duy trì và chăm sóc mối quan hệ với NPP hiện có. Làm việc chặt chẽ với bộ phận Kinh doanh, Marketing, Kế toán, Kho vận.
5. Theo dõi công nợ, tiến độ thanh toán của đại lý/NPP,
6. Báo cáo doanh số Sell In hằng tuần/tháng/quý ; phân tích dữ liệu tồn kho, Sell In – Sell Out.
7. Hỗ trợ Sell Out về hàng hóa, thông tin sản phẩm, giá cả, thị trường, chương trình bán hàng.
8. Nghiên cứu và phân tích thị trường để đánh giá xu hướng, mức độ nhận diện thương hiệu, đối thủ cạnh tranh đồng thời mở rộng tiềm lực kinh doanh cho hãng.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
YÊU CẦU:
1. Tốt nghiệp trình độ Đại học trở lên,
2. Thành thạo 4 kỹ năng (nghe , nói, đọc, viết) tiếng Trung
3. Có 2 năm kinh nghiệm trở lên trong lĩnh vực hành chính hoặc kinh doanh.","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
YÊU CẦU:
1. Tốt nghiệp trình độ Đại học trở lên,
2. Thành thạo 4 kỹ năng (nghe , nói, đọc, viết) tiếng Trung
3. Có 2 năm kinh nghiệm trở lên trong lĩnh vực hành chính hoặc kinh doanh.",Hành Chính Văn Phòng
data_analyst,https://www.vietnamworks.com/chuyen-vien-nhan-su-tong-hop-hr-generalist-1988214-jv?source=searchResults&searchType=2&placement=1988264&sortBy=relevance,Chuyên Viên Nhân Sự Tổng Hợp (Hr Generalist),Cty TNHH Công Nghệ Điện Tử - Nghe Nhìn Boe Việt Nam,"KCN chuyên sâu Phú Mỹ 3, thị xã Phú Mỹ, tỉnh Bà Rịa - Vũng Tàu",01/12/2025,"Giao Tiếp, Luật Lao Động, Phân Tích Dữ Liệu, Quản Trị Nhân Sự, Tiếng Trung Hsk4",Thương lượng,"Mô tả công việc
Mô tả công việc:
1. Quản lý các kênh tuyển dụng, sàng lọc và phỏng vấn ứng viên; đảm bảo bổ sung nhân sự kịp thời và đáp ứng yêu cầu chất lượng;
2. Xây dựng kế hoạch đào tạo, phát triển và đánh giá nhân lực sau đào tạo;
3. Thực hiện công tác chấm công, tính lương, bảo hiểm và thuế TNCN theo đúng quy định;
4. Xử lý và điều phối các vấn đề quan hệ lao động; áp dụng đúng quy định của Luật Lao động Việt Nam và phù hợp tình hình thực tế của doanh nghiệp;
5. Phân tích, tổng hợp và đánh giá tình hình nhân lực nhằm hỗ trợ đề xuất các giải pháp cải thiện.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
1. Học vấn: Tốt nghiệp Đại học trở lên các ngành liên quan như Quản trị nhân sự, quản lý nguồn nhân lực, luật...;
2. Kinh nghiệm làm việc: Từ 3 năm kinh nghiệm trở lên trong lĩnh vực nhân sự tại các công ty có hơn 1000 nhân viên (ưu tiên có kinh nghiệm quản lý đội nhóm);
• Am hiểu với các quy định về luật lao động, luật BHXH, luật Thuế thu nhập cá nhân và các văn bản pháp luật liên quan của Việt Nam;","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
1. Học vấn: Tốt nghiệp Đại học trở lên các ngành liên quan như Quản trị nhân sự, quản lý nguồn nhân lực, luật...;
2. Kinh nghiệm làm việc: Từ 3 năm kinh nghiệm trở lên trong lĩnh vực nhân sự tại các công ty có hơn 1000 nhân viên (ưu tiên có kinh nghiệm quản lý đội nhóm);
• Am hiểu với các quy định về luật lao động, luật BHXH, luật Thuế thu nhập cá nhân và các văn bản pháp luật liên quan của Việt Nam;",Nhân Sự/Tuyển Dụng
data_analyst,https://www.vietnamworks.com/north-vietnam-regional-sales-manager-van-phong-pham-thiet-bi-giao-duc-1985296-jv?source=searchResults&searchType=2&placement=1985346&sortBy=relevance,[North Vietnam] Regional Sales Manager (Văn Phòng Phẩm - Thiết Bị Giáo Dục),,Hanoi Office,24/11/2025,"Quản Trị Kinh Doanh, Kinh Tế, Quản Lý Bán Hàng, Phân tích dữ liệu, Lãnh Đạo","Tới 2,000 ₫/tháng","Mô tả công việc
Chịu trách nhiệm toàn bộ hoạt động kinh doanh của một Miền (Miền Bắc/ Miền Nam/Miền Trung) cho các sản phẩm văn phòng phẩm/thiết bị giáo dục, xây dựng và thực thi chiến lược để đạt các mục tiêu doanh số, thị phần và phát triển bền vững cho Miền.
Nhiệm vụ công việc:
1. Hoạch định và Triển khai Kế hoạch Kinh doanh Miền:
- Chịu trách nhiệm xây dựng kế hoạch kinh doanh chi tiết cho Miền (doanh số, độ phủ, thị phần, ngân sách) dựa trên chiến lược và chỉ tiêu từ cấp toàn quốc.
- Phân bổ chỉ tiêu cho từng Vùng/ASM. Tổ chức triển khai, theo dõi và đảm bảo hoàn thành các mục tiêu đã đề ra.
- Tổng hợp, phân tích, đánh giá thông tin thị trường, đối thủ cạnh tranh trong Miền để đề xuất các giải pháp, chiến thuật kinh doanh phù hợp và kịp thời.
2. Phát triển Kênh phân phối và Khách hàng:
- Xây dựng, mở rộng và quản lý hiệu quả hệ thống kênh phân phối trong Miền, đặc biệt là các Nhà phân phối chiến lược.
- Đánh giá năng lực và hiệu quả hoạt động của NPP định kỳ, đề xuất các kế hoạch phát triển hoặc thay thế khi cần thiết.
- Hỗ trợ các ASM trong việc tiếp cận, đàm phán với các khách hàng lớn, khách hàng tiềm năng trong Miền.
3. Quản lý và Phát triển Đội ngũ:",,Kinh Doanh
data_analyst,https://www.vietnamworks.com/optimization-manager-1984050-jv?source=searchResults&searchType=2&placement=1984100&sortBy=relevance,Optimization Manager,Công Ty Cổ Phần Vàng Bạc Đá Quý Phú Nhuận (PNJ),"170E Phan Đăng Lưu, P.3, Q. Phú Nhuận, TP. HCM",20/11/2025,"Data Visualization, Quy Trình Cải Tiến, Quy Trình Vận Hành, Data Analys, Phân tích dữ liệu",Thương lượng,"Mô tả công việc
I. Mục đích vị trí công việc:
- Đảm nhiệm vai trò xây dựng, rà soát, phát triển và tối ưu hóa toàn diện các quy trình quy định vận hành, đồng thời thực hiện phân tích và báo cáo dữ liệu vận hành, phối hợp truyền thông nội bộ và phát triển chiến lược vận hành.
- Tối ưu hóa hiệu suất vận hành hệ thống bán lẻ trang sức để nâng cao trải nghiệm khách hàng và tăng cường tính nhất quán và hiệu quả vận hành trong toàn hệ thống.

II. Trách nhiệm thực thi chính:
1.Hoạch định và tham mưu cho QLCC các vấn đề về quản lý & tối ưu hóa hoạt động vận hành bán lẻ (Trọng số: 20%)

- Quản lý, điều hành và phụ trách công việc bộ phận Tối Ưu Vận Hành Bán Lẻ.
- Xây dựng mục tiêu, chỉ tiêu hoạt động của bộ phận Tối Ưu Vận Hành Bán Lẻ.
- Theo dõi, kiểm soát, liên tục chi phí vận hành hệ thống, đưa ra các giải pháp điều chỉnh nhằm tối ưu hóa chi phí, mang lại hiệu quả trong kinh doanh bán lẻ.
- Đảm bảo tính tuân thủ của hệ thống trong việc thực hành các quy trình quy định trong vận hành cửa hàng bán lẻ và các hoạt động phòng tránh rủi ro vận hành.
- Tối ưu hiệu suất các cửa hàng thông qua các hoạt động tổng hợp số liệu, phân tích các định biên nhân lực và chi phí.",,Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/business-intelligence-analyst--1989451-jv?source=searchResults&searchType=2&placement=1989501&sortBy=relevance,Business Intelligence Analyst,Home Credit Vietnam - Explore Your Dream Team,"Tầng G, 8 và 10 Tòa nhà Phụ Nữ, Số 20 Nguyễn Đăng Giai, Phường Thảo Điền, TP.Thủ Đức, TP.HCM",04/12/2025,"SQL, Python, Data Analysis, PL/SQL, PowerBI",Thương lượng,"Mô tả công việc
*According to Decree No.13/2023/ND-CP on protecting personal data (“PDP”), Home Credit Vietnam would apply ""Personal Data Processing Agreement"" with all candidates to ensure compliance with the decree.

By submitting this application to Home Credit Vietnam Finance Company Limited through LinkedIn, you agree to allow Home Credit to proceed your provided information in accordance with Personal Data Processing Agreement that you have read, fully understood and agreed to the entire content at https://career.homecredit.vn/en/article/agreement-notice-acceptance-for-personal-data-processing/

KEY RESPONSIBILITIES
Report Data Analysis:
- Analyze financial data to identify trends, patterns, and anomalies. Interpret complex financial information and provide insights to support strategic decision-making.
- Possesses skills in reading, editing, and optimizing the existing PL/SQL code, as well as developing new PL/SQL code based on end-user requirements.

Reporting and Dashboard Development:
- Develop and maintain reports and dashboards for various stakeholders within the organization. Collaborate with end-users to understand reporting requirements and deliver customized solutions.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/to-truong-qc-qc-team-leader-thu-viec-tai-kcn-amata-djong-nai-sau-djo-lam-viec-tai-kcn-djat-djo-1-brvt-1993740-jv?source=searchResults&searchType=2&placement=1993790&sortBy=relevance,Tổ Trưởng QC (QC Team Leader) - Thử việc tại KCN Amata Đồng Nai sau đó làm việc tại KCN Đất Đỏ 1 BRVT,Chi nhánh công ty CP Tân Phú VN,"Đường D4, KCN Đất Đỏ 1, Xã Đất Đỏ, BRVT (HCM)",17/12/2025,"Giải Quyết Vấn Đề, Giao Tiếp, Kiểm Soát Chất Lượng, Làm Việc Nhóm, Phân Tích Dữ Liệu",11tr-13tr ₫/tháng,"Mô tả công việc
• Quản lý và giám sát quy trình kiểm soát chất lượng sản phẩm.
• Đảm bảo tất cả sản phẩm đạt tiêu chuẩn chất lượng theo yêu cầu.
• Giao tiếp hiệu quả với các bộ phận khác để giải quyết vấn đề phát sinh.
• Phân tích dữ liệu chất lượng và đưa ra các giải pháp cải tiến.
• Đào tạo và hướng dẫn nhân viên trong nhóm về quy trình kiểm soát chất lượng.
• Thực hiện các báo cáo định kỳ về chất lượng sản phẩm.
• Tham gia vào các cuộc họp để thảo luận về các vấn đề chất lượng và cải tiến quy trình.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tối thiểu 2 năm kinh nghiệm trong lĩnh vực kiểm soát chất lượng.
• Có kiến thức vững về quy trình sản xuất và kiểm soát chất lượng.
• Kỹ năng giao tiếp và phân tích tốt.
• Khả năng giải quyết vấn đề hiệu quả.
• Có khả năng làm việc độc lập và làm việc nhóm.
• Tốt nghiệp cao đẳng trở lên các chuyên ngành liên quan.
• Ưu tiên ứng viên có kinh nghiệm trong ngành bao bì hoặc sản xuất.","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tối thiểu 2 năm kinh nghiệm trong lĩnh vực kiểm soát chất lượng.
• Có kiến thức vững về quy trình sản xuất và kiểm soát chất lượng.
• Kỹ năng giao tiếp và phân tích tốt.
• Khả năng giải quyết vấn đề hiệu quả.
• Có khả năng làm việc độc lập và làm việc nhóm.
• Tốt nghiệp cao đẳng trở lên các chuyên ngành liên quan.
• Ưu tiên ứng viên có kinh nghiệm trong ngành bao bì hoặc sản xuất.",Sản Xuất
data_analyst,https://www.vietnamworks.com/chuyen-vien-chuyen-vien-cao-cap-quan-tri-rui-ro-gian-lan-khoi-quan-tri-rui-ro-ho25-524-1993155-jv?source=searchResults&searchType=2&placement=1993205&sortBy=relevance,"Chuyên Viên, Chuyên Viên Cao Cấp Quản Trị Rủi Ro Gian Lận - Khối Quản Trị Rủi Ro (HO25.524)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Số 18 Lê Văn Lương, phường Yên Hòa, Hà Nội",16/12/2025,"Fraud Risks Management, OpRisks Management, Phân Tích Dữ Liệu, Quản Trị Rủi Ro, Tài Chính Ngân Hàng",Thương lượng,"Mô tả công việc
• Xây dựng, tổ chức triển khai công tác quản trị rủi ro gian lận của Ngân hàng trong nghiệp nghiệp vụ tín dụng (KHCN, KHDN)
• Xây dựng các kịch bản để phát hiện gian lận.
• Quản lý, theo dõi tính hiệu quả/phù hợp và cải tiến liên tục các kịch bản để phát hiện gian lận.
• Tham gia đánh giá rủi ro, tư vấn giải pháp kiểm soát rủi ro gian lận với các quy trình, sản phẩm mới của Ngân hàng
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học các chuyên ngành Kinh tế, Quản trị kinh doanh, Tài chính Ngân hàng, Khoa học dữ liệu, Toán,...
• Am hiểu phương pháp, thông lệ quản trị rủi ro nói chung và quản trị rủi ro gian lận nói riêng
• Am hiểu hoạt động tín dụng của Ngân hàng
• Ngoại ngữ: TOIEC tối thiểu 700 (hoặc các chứng chỉ khác tương đương)
• Ưu tiên các ứng viên: đã có kinh nghiệm triển khai dự án QTRR gian lận của Ngân hàng/Doanh nghiệp; ứng viên có kinh nghiệm QTRR gian lận trong nghiệp vụ tín dụng KHCN hoặc KHDN, ứng viên có khả năng phân tích dữ liệu.","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học các chuyên ngành Kinh tế, Quản trị kinh doanh, Tài chính Ngân hàng, Khoa học dữ liệu, Toán,...
• Am hiểu phương pháp, thông lệ quản trị rủi ro nói chung và quản trị rủi ro gian lận nói riêng
• Am hiểu hoạt động tín dụng của Ngân hàng
• Ngoại ngữ: TOIEC tối thiểu 700 (hoặc các chứng chỉ khác tương đương)
• Ưu tiên các ứng viên: đã có kinh nghiệm triển khai dự án QTRR gian lận của Ngân hàng/Doanh nghiệp; ứng viên có kinh nghiệm QTRR gian lận trong nghiệp vụ tín dụng KHCN hoặc KHDN, ứng viên có khả năng phân tích dữ liệu.",Ngân Hàng & Dịch Vụ Tài Chính
data_analyst,https://www.vietnamworks.com/unilever-production-scheduler-1985093-jv?source=searchResults&searchType=2&placement=1985143&sortBy=relevance,[Unilever] Production Scheduler,Unilever Vietnam,"Nhà máy Củ Chi - Lô A2-3, Khu Công nghiệp Tây Bắc Củ Chi, Xã Tân An Hội, Huyện Củ Chi, Thành phố Hồ Chí Minh, Việt Nam.",24/11/2025,"Giao Tiếp, Kế Hoạch Sản Xuất, Phân Tích Dữ Liệu, Quản Lý Kho, Vi tính văn phòng",Thương lượng,"Mô tả công việc
• Sắp xếp KHSX chi tiết theo yêu cầu hàng tuần dưới sự yêu cầu của team Kế hoạch gửi hàng tuần cho nhà máy Oral & Sorbitol (2026)
• Kết hợp các phòng ban liên quan triển khai xử lý KHSX và kết hợp kiểm tra KH nhận nguyên vật liệu đảm bảo KHSX thực thi hàng tuần theo từng máy và từng ngày
• Chịu trách nhiệm về Master data các mã sản phẩm trên SAP, HITW, eKANBAN…
• Kết hợp với giám sát Kho thực thi các quy định và hướng dẫn Thủ kho theo các tiêu chuẩn về ISO, GMP, HPC 420…
• Kết hợp với Thủ kho bao bì, nguyên liệu hàng ca để thay đổi KHSX cho phù hợp trong trường hợp có sự cố về bao bì, nguyên liệu
• Kết hợp với Giám sát Kho kiểm kê hàng tháng, hàng quý, theo yêu cầu
• Báo cáo tiến độ sản xuất hàng ngày, hàng tuần (OR)
• Tham gia đầy đủ các khóa huấn luyện theo quy định công ty
• Tích cực tham gia các hoạt động AM, 5S, chất lượng của nhà máy
• Tuân thủ “CHÍNH SÁCH CHẤT LƯỢNG VÀ AN TÒAN CHO KHÁCH HÀNG & NGƯỜI TIÊU DÙNG”.
• Thực hiện các công việc liên quan khác theo yêu cầu của Trưởng bộ phận
Yêu cầu công việc",Yêu cầu công việc,Sản Xuất
data_analyst,https://www.vietnamworks.com/giam-djoc-marketing-mang-bat-djong-san-luong-tu-50-80-trieu-1980601-jv?source=searchResults&searchType=2&placement=1980651&sortBy=relevance,Giám Đốc Marketing Mảng Bất Động Sản ( Lương Từ 50-80 Triệu),Công Ty Cổ Phần TMS Bất Động Sản,"Tầng 3, Tòa nhà Vimeco, Lô E9, Phạm Hùng, Mễ Trì, Cầu Giấy, Hà Nội",15/12/2025,"Marketing Trực Tiếp, Digital Marketing, Quản Lý Thương Hiệu, Phân tích dữ liệu, Phát Triển Thương Hiệu",50tr-80tr ₫/tháng,"Mô tả công việc
Xây dựng và triển khai chiến lược Marketing tổng thể, định vị thương hiệu và thúc đẩy doanh số bán hàng thông qua các chiến dịch truyền thông 360°.
Quản lý toàn bộ hoạt động Marketing, đảm bảo hình ảnh thương hiệu chuyên nghiệp, đồng bộ và hiệu quả.
Các nhiệm vụ chính:
1. Chiến lược & Quản trị tổng thể (30%)
- Xây dựng chiến lược marketing trung – dài hạn phù hợp định hướng phát triển của công ty.
- Lập kế hoạch và ngân sách marketing hàng năm, phân bổ chi phí hiệu quả theo mục tiêu kinh doanh.
- Xây dựng, định vị và quản lý thương hiệu công ty/dự án trên tất cả các kênh truyền thông.
- Xây dựng hệ thống quy trình, tiêu chuẩn nhận diện và KPI cho toàn bộ phòng marketing.
2. Quản lý hoạt động Marketing 360° (30%)
- Quản lý toàn bộ hoạt động Digital Marketing (Facebook, Google, TikTok, SEO, CRM, Automation…).
- Giám sát công tác PR, truyền thông, báo chí, KOLs, sự kiện, hội thảo, tài trợ,…
- Chỉ đạo sản xuất các ấn phẩm marketing: video, TVC, brochure, POSM, profile, website, ấn phẩm bán hàng,…
- Phối hợp với phòng Kinh doanh xây dựng chiến lược truyền thông, chiến dịch bán hàng, định vị sản phẩm.
3. Phát triển thương hiệu & Dự án (20%)
- Xây dựng chiến lược truyền thông cho từng sản phẩm/dự án.
- Đề xuất định hướng hình ảnh, thông điệp, concept truyền thông, ý tưởng sáng tạo.",,"Tiếp Thị, Quảng Cáo/Truyền Thông"
data_analyst,https://www.vietnamworks.com/nhan-vien-bo-phan-thiet-bi-thiet-ke-1987135-jv?source=searchResults&searchType=2&placement=1987185&sortBy=relevance,Nhân Viên Bộ Phận Thiết Bị (Thiết Kế),CÔNG TY TNHH DOWOOINSYS VINA,"Lô CN9, Khu Công nghiệp Sông Công II, Phường Bách Quang, Tỉnh Thái Nguyên , Việt Nam",28/11/2025,"Auto CAD, Phân Tích Dữ Liệu, Phân Tích Thông Tin, Quản Lý Thiết Kế Kết Cấu, SolidWorks",Thương lượng,"Mô tả công việc
Chi tiết công việc sẽ được trao đổi sau.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp cao đẳng, đại học ngành kỹ thuật
• Ưu tiên ứng viên có kinh nghiệm thiết kế Solid Works, Auto CAD
• Có khả năng quản lý thiết kế BOM và phân tích nguyên liệu
• Thành thạo MS Office
• Có kinh nghiệm phân tích data, làm báo cáo bằng Excel-PPT

* Quyền lợi;
• Thưởng lương tháng thứ 13 (thưởng Tết)
• Chế độ đánh giá tăng lương, thăng chức hàng năm
• Chế độ BHXH, BHYT đầy đủ, nghỉ lễ, phép năm, tăng lương định kỳ.
• Cơ hội phát triển lâu dài, thăng tiến trong môi trường toàn cầu.
• Thời gian làm việc từ thứ 2- thứ 7
• Xe đưa đón từ Hà Nội và các huyện trong tỉnh Thái Nguyên","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp cao đẳng, đại học ngành kỹ thuật
• Ưu tiên ứng viên có kinh nghiệm thiết kế Solid Works, Auto CAD
• Có khả năng quản lý thiết kế BOM và phân tích nguyên liệu
• Thành thạo MS Office
• Có kinh nghiệm phân tích data, làm báo cáo bằng Excel-PPT

* Quyền lợi;
• Thưởng lương tháng thứ 13 (thưởng Tết)
• Chế độ đánh giá tăng lương, thăng chức hàng năm
• Chế độ BHXH, BHYT đầy đủ, nghỉ lễ, phép năm, tăng lương định kỳ.
• Cơ hội phát triển lâu dài, thăng tiến trong môi trường toàn cầu.
• Thời gian làm việc từ thứ 2- thứ 7
• Xe đưa đón từ Hà Nội và các huyện trong tỉnh Thái Nguyên",Kỹ Thuật
data_analyst,https://www.vietnamworks.com/khao-sat-dau-ky-1989134-jv?source=searchResults&searchType=2&placement=1989184&sortBy=relevance,Khảo Sát Đầu Kỳ,ActionAid Vietnam,"Xã Lai Hòa, xã Vĩnh Hải, phường Vĩnh Phước, phường Vĩnh Châu, phường Khánh Hòa thuộc Thành phố Cần Thơ",03/12/2025,"Social Research, Quản Lý Rủi Ro, Nghiên Cứu Tài Liệu, Viết Báo Cáo, Phân Tích Dữ Liệu",Thương lượng,"Mô tả công việc
1. Mục tiêu

- Thực hiện khảo sát tại các xã dự án để thu thập dữ liệu về công tác bảo vệ, phục hồi, và phát triển rừng và sản xuất hành tím tại địa phương
- Cung cấp bằng chứng (dưới dạng dữ kiệu đầu kì) cho (i) công tác lập kế hoạch, thực hiện, giám sát và đánh giá dự án và (ii) các đối thoại và kiến nghị chính sách của dự án

2. Nội dung

Khảo sát đầu kỳ sẽ tập trung vào các nhóm nội dung chính sau:
- Đánh giá hiện trạng rừng ngập mặn và đa dạng sinh học, bao gồm diện tích, mức độ suy thoái, khả năng tái sinh và các rủi ro hiện hữu do triều cường, sóng lớn và các hình thái xói lở ven biển
- Phân tích các thách thức môi trường chủ yếu đang gia tăng do xói lở bờ biển, nước biển dâng và xâm nhập mặn; đồng thời đưa ra khuyến nghị về khu vực trồng rừng mới tiềm năng và các loài cây ngập mặn phù hợp nhất với điều kiện sinh thái địa phương
- Đánh giá điều kiện kinh tế – xã hội của cộng đồng địa phương, bao gồm nguồn sinh kế chính, mức độ phụ thuộc vào tài nguyên rừng và khả năng ứng phó với biến đổi khí hậu
- Xác định các mô hình sinh kế thân thiện với môi trường và tiết kiệm tài nguyên, có tính đến mức độ nhiễm mặn, điều kiện nguồn nước ngầm và khả năng áp dụng trong sản xuất nông nghiệp (bao gồm canh tác hữu cơ)",,Chính Phủ/Phi Lợi Nhuận
data_analyst,https://www.vietnamworks.com/chuyen-gia-cvcc-kiem-toan-rui-ro-phi-tin-dung-tai-tp-ho-chi-minh-1988994-jv?source=searchResults&searchType=2&placement=1989044&sortBy=relevance,Chuyên Gia/ CVCC Kiểm Toán Rủi Ro Phi Tín Dụng Tại TP Hồ Chí Minh,Ngân Hàng Thương Mại Cổ Phần Thịnh Vượng Và Phát Triển (PGBANK),"Ho Chi Minh, Vietnam",03/12/2025,"Kiểm Toán, Quản Lý Rủi Ro, Giám Sát Nội Bộ, Phân tích dữ liệu, Quản Lý Nhóm",Thương lượng,"Mô tả công việc
Mô tả Công việc
• Thực hiện kiểm toán nội bộ chuyên sâu mảng phi tín dụng và quản trị rủi ro phi tín dụng ở cấp toàn hệ thống (Kế toán – tài chính; hoạt động thanh toán; Huy động vốn, ngân hàng số; Tài trợ thương mại, ngoại hối; Quản lý tài sản, mua sắm; Nhân sự…).
• Đánh mức độ tuân thủ quy định pháp luật và quy định nội bộ đối với các hoạt động phi tín dụng.
• Xác định rủi ro trọng yếu trong hoạt động phi tín dụng; phân tích, đánh giá nguyên nhân và mức độ ảnh hưởng.
• Thực hiện độc lập giám sát từ xa và phân tích các dữ liệu phi tín dụng (tổng hợp và chi tiết) trên toàn hệ thống; phân tích các số liệu, giao dịch bất thường, sai lệch, vi phạm thông qua Hệ thống Core banking, hệ thống cảnh báo sớm (EWS) và các hệ thống phần mềm liên quan. Từ đó đưa ra các dấu hiệu và cảnh báo sớm về rủi ro hoạt động, sai sót, vi phạm tại các đơn vị/cá nhân trong hệ thống ngân hàng.
• Thực hiện kiểm toán đột xuất/thực địa các đơn vị/quy trình/nghiệp vụ/KH và các đối tượng liên quan có dấu hiệu vi phạm hoặc có đánh giá mức độ rủi ro cao dựa trên kết quả kiểm toán/giám sát liên tục tại các Chi nhánh/PGD thuộc địa bàn Hồ Chí Minh và các tỉnh lân cận theo phân công của lãnh đạo KTNB.
• Chủ động kiến nghị các biện pháp khắc phục, đề nghị xử lý các vi phạm; chủ động đề xuất biện pháp nhằm hoàn thiện, nâng cao hiệu lực, hiệu quả của hệ thống kiểm soát nội bộ
• Tham gia xây dựng, chỉnh sửa đối với các văn bản, chính sách của hoạt động KTNB và đánh giá, cải tiến, góp ý quy trình/quy định/sản phẩm/phương pháp liên quan mảng phi tín dụng của ngân hàng.",,Ngân Hàng & Dịch Vụ Tài Chính
